show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s709,Movie,The Court Jester,"Melvin Frank, Norman Panama","Danny Kaye, Glynis Johns, Basil Rathbone, Angela Lansbury, Cecil Parker",United States,,1956,ALL,101 min,"Action, Comedy","Danny Kaye plays kind-hearted entertainer Hawkins who disguises himself as the legendary king of jesters, Giacomo. Hawkins infiltrates the court of the evil villain Basil Rathbone, but when a sorceress hypnotises him, royal chaos ensues."
s710,Movie,The Courageous Dr. Christian,Bernard Vorhaus,"Jean Hersholt, Dorothy Lovett, Robert Baldwin, Tom Neal, Maude Eburne, Very Lewis",,,1940,ALL,66 min,Drama,"In this second movie in the Dr. Christian series, kindly Dr. Christian tends to the needs of the inhabitants living in the squalor of the town's shanty district. The indigents and Dr. Christian are largely ignored by the local townspeople, until an epidemic of spinal meningitis threatens the entire community."
s711,Movie,The Count of Monte Cristo,David Greene,"Richard Chamberlain, Donald Pleasence",,,1975,13+,103 min,Drama,"A classic tale of injustice, revenge and retribution, in which Edmond Dantes is falsely accused by three men of conspiring with Napoleon. Richard Chamberlain stars in this definitive adaptation of Alexandre Dumas' perennial favourite novel."
s712,Movie,The Cotton Pickin Truth Still On The Plantation,Timothy A. Smith,"Dick Gregory, Charles Ogletree, Mae Louise Miller, George Wilson",,,2020,18+,94 min,Documentary,"The Cotton Pickin' Truth... Still On The Plantation is a documentary film that calls for the re-writing of American history as we know it. The film uncovers modern-day slavery in the Mississippi Delta in 2009. As a result of the film's exposure to many dedicated Mississippians, the state of Mississippi ratified the 13th amendment in totality in February of 2013."
s713,Movie,The Corrupted,Ron Scalpello,"Sam Claflin, Timothy Spall, David Hayman, Noel Clarke, Charlie Murphy, Naomi Ackie, Joe Claflin, Sam Otto, Cathal Pendred, Hugh Bonneville",,,2020,R,104 min,"Action, Adventure, Drama","Liam McDonagh (Sam Claflin), an ex-con attempting to live a peaceful life is thrust into action when his brother becomes entangled in a dangerous web of corruption. Liam must risk it all to save his family."
s714,Movie,The Confessor,Lewin Webb,"Christian Slater, Molly Parker, Stephen Rea, Daniel Kash, Gordon Pinsent, Nancy Beatty",,,2005,PG-13,91 min,Drama,"A worldly and urbane priest is forced to challenge his comfortable existence as an ecclesiastical spin-doctor when he comes to believe in the innocence of a young priest accused of murder. His only ally, a journalist, is also his former sweetheart..."
s715,Movie,The Competition,Joel Oliansky,"Richard Dreyfuss, Amy Irving, Lee Remick, Sam Wanamaker",,,1980,PG,126 min,"Arts, Entertainment, and Culture, Drama, Romance","While competing against each other in a music contest, two pianists (Richard Dreyfuss, Amy Irving) fall in love and must battle to stay together in case either of them wins. Oscar-nominated for Best Song and Best Film Editing."
s716,Movie,The Collector,Marcus Dunstan,"Josh Stewart, Madeline Zima, Andrea Roth, Daniella Alonso, Robert Wisdom, Juan Fernández, Goldner Ayala, Gregory Alan Williams",,,2009,R,90 min,"Action, Horror, Suspense","Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps."
s717,Movie,The Cleansing,Antony Smith,"Rebecca Acock, Rhys Meredith, Simon Nehan",,,2019,18+,98 min,Horror,A young girl in medieval Britain must watch her mother undergo torture and murder for practicing witchcraft by The Cleanser.
s718,Movie,The Christmas Lodge,Terry Ingram,"Michael Shanks, Michael Kopsa, Erin Karpluk, Rebecca Toolan, Rukiya Bernard",,,2014,G,89 min,"Drama, Romance","During a weekend trip to the mountains, Mary finds herself at the now run-down lodge where she spent the holidays with her family growing up. She becomes determined to restore the building to its former glory. Inspired by her grandfather and guided by her grandmother in heaven, Mary throws herself into the project."
s719,Movie,The Christmas Elves,Diane Paloma Eskenazi,,,,2016,ALL,52 min,"Animation, Kids","Catch this whimsical holiday film bursting with comical elfin escapades! Based on the classic tale of the Shoemaker and the Elves, Hans the shoemaker is helped by a group of mismatched elves who want to work for Santa Claus. Produced by Golden Films."
s720,Movie,The Christmas Candle,John Stephenson,"Hans Matheson, Samantha Barks, Lesley Manville, Sylvester McCoy, James Cosmo, John Hannah, Barbara Flynn",,,2013,PG,100 min,"Drama, Faith and Spirituality, Romance","Legend has it every 25 years an angel touches a single candle, and whomever lights this candle receives a miracle on Christmas Eve. But in 1890, at the dawn of the electric age, this centuries old legend may come to an end when a progressive young minister arrives. Now, the fiery candlemaker must fight to preserve the legacy of the Christmas Candle. From bestselling author, Max Lucado."
s721,Movie,The Changeling,Simon Curtis,"Hugh Grant, Sean Pertwee, Elizabeth McGovern, Bob Hoskins",,,1993,,90 min,Drama,"Bob Hoskins stars in an adaptation of Thomas Middleton and William Rowley's classic Jacobean tragedy. A tale of lust and revenge between two ambiguous, guilt-ridden individuals."
s722,TV Show,The Challenge: ETA,,,,,2020,16+,1 Season,Documentary,"The Challenge ETA is an eight-episode documentary series about the Guardia Civil's fight against the Basque terrorist band ETA. A fight that lasted for half a century, until the dissolution of the band and its definitive renunciation of weapons. The Challenge ETA is an ambitious production that aims to mark a milestone in this important episode of the recent history of Spain."
s723,TV Show,The Carol Burnett Show,,"Carol Burnett, Tim Conway, Vicki Lawrence, Lucille Ball, Harvey Korman, Lyle Waggoner, Ernie Anderson, Steve Lawrence, Dick Van Dyke, Eydie Gorme, Bernadette Peters, Mel Torme, Martha Raye, Cass Elliot, Roddy McDowall, Vincent Price, Jonathan Winters, Carl Reiner, Rock Hudson, Andy Griffith, Betty White, Carol Channing, Soupy Sales, Ruth Buzzi, Joan Rivers, Tom Smothers, Sammy Davis Jr., Cher, Don Rickles, Steve Martin, Burt Reynolds",,,1972,13+,1 Season,Comedy,"For over a decade, this extravaganza of comedy, song and dance defined entertainment for TV viewers. The Carol Burnett Show brought the actors and audience close together. Beloved for her signature audience Questions and Answers famous Tarzan yell, Burnett's brilliant troupe stars Harvey Korman, Vicki Lawrence and Lyle Waggoner."
s724,Movie,The Capture,John Sturges,"Lew Ayres, Teresa Wright, Victor Jory, Duncan Renaldo, Jacqueline White",,,1950,18+,102 min,Western,"Lin Vanner (Ayres) captures and turns in a fellow oil company employee whom he believes was behind a payroll robbery. The accused man dies in police custody, and Lin feels overwhelmingly responsible for the man's death, wondering if he was actually innocent of the crime. His guilt causes Lin to lose his job and his fiancee, and to soothe his conscience, Lin seeks out the dead man's widow, Evelyn (Wright). The two fall in love and marry without Evelyn ever knowing about Lin's past and feelings of guilt. When Lin discovers who really commited the robbery, he goes after the man, who dies accidentally in the ensuing chase. Lin is now accused of murdering the man, and must become a fugitive on the run. This is the lost masterpiece of director John Sturges."
s725,Movie,The Bumble Nums - Season 4,"Brett Jubinville, Laurel Dalgleish","Andy Hayward, Ken House",,,2020,ALL,43 min,"Action, Animation, Kids","Humble, Stumble and Grumble are back! This time their adventures are taking them to lots of exciting places. There's riding a shopping cart in Upsidedown Town, swinging on vines in an enchanted forest, surfing in the ocean and trying to capture a colossal cauliflower from an uncharted island!"
s726,Movie,The Bridgewater Triangle,"Aaron Cadieux, Manny Famolare","Loren Coleman, Jeff Belanger, Chris Balzano, John Brightman, Andrew Lake, Chris Pittman, Tim Weisberg",United States,,2013,13+,91 min,Special Interest,"""The Bridgewater Triangle"" hosts an unusually high volume of reports involving strange happenings, baffling mysteries and sinister deeds. From ghostly hauntings and cryptid animal sightings, to UFO encounters and evidence of satanic ritual sacrifice, this 200-square mile region in Southeastern Massachusetts serves as one of the world's most diverse and well-known hotspots for paranormal activity"
s727,Movie,The Bridges at Toko-Ri,Mark Robson,"Grace Kelly, William Holden, Mickey Rooney",,,1955,13+,103 min,"Action, Drama","Set during the Korean War, a Navy fighter pilot must come to terms with his own ambivalence towards the war and the fear of having to bomb a set of highly defended bridges. The ending of this grim war is all tension."
s728,Movie,The Bray Road Beast,Seth Breedlove,"Linda Godfrey, Lyle Blackburn",,,2020,13+,67 min,Documentary,"In the early 1990's a rural Wisconsin community called Elkhorn was at the center of a series of real-life werewolf sightings. As local reporter, Linda Godfrey, began her investigations into the ""Beast of Bray Road""."
s729,Movie,THE BRANCH,Mario Ribero Ferreira,"Adriana Ricardo, Waldo Urrego, José Daniel Cristancho, Gill González Hoyos, Ricardo Mejía, John Álex Castillo",,,2019,ALL,89 min,Comedy,"The employees of the Industrial Zone Branch of the Banco Nacional Obrero, after a long vacation, must return to work and resume their routine, something that will not be easy, because their bosses came up with the idea of conducting a survey of work environment, which will reveal true personalities in the office."
s730,Movie,The Boys of St. Vincent,John N. Smith,"Henry Czerny, Johnny Morina, Brian Dooley, Philip Dinn",,,1992,16+,93 min,Drama,"This realistic dramatization follows the desperate struggle by young residents of a Roman Catholic orphanage to escape their nightmare of physical and sexual abuse. Their cries for help go unheeded, although a concerned janitor and a no-nonsense cop wage a personal crusade to uncover the terrible truth, and end the suffering."
s731,TV Show,The Boys,,"Karl Urban, Jack Quaid, Antony Starr, Erin Moriarty, Dominique McElligott, Jessie T. Usher, Laz Alonso, Chace Crawford, Tomer Capon, Karen Fukuhara, Nathan Mitchell, Aya Cash, Colby Minifie",United States,,2020,18+,2 Seasons,Action,"All Episodes Available. In a more intense Season 2 of THE BOYS, Butcher, Hughie and the team reel from their losses in Season 1. On the run from the law, they struggle to fight back against the Superheroes. Meanwhile Vought, the hero management company, cashes in on the panic over Supervillains, and a new hero, Stormfront, shakes up the company and challenges an already unstable Homelander."
s732,TV Show,The Bold and the Beautiful,,"John McCook, Katherine Kelly Lang",,,2015,13+,1 Season,Drama,"The Bold and the Beautiful is a three-time Emmy Award-winning drama set in Los Angeles that tells the story of high fashion glamour, honor, romance, passion and most importantly, family."
s733,TV Show,The Boat Show,,,,,2018,13+,1 Season,TV Shows,"The Boat Show is a program dedicated to nautical lovers and boat owners. It is the only show in the world completely dedicated to the nautical world, made with passion by a team of experts with more than 15 years of experience."
s734,TV Show,The Block,,"Scott Cam, Shelley Craft",,,2018,13+,7 Seasons,"Special Interest, Unscripted",The Block introduces four couples who are taking on one of the potentially most rewarding challenges they will ever face.
s735,Movie,The Black Velvet Gown,Norman Stone,"Bob Peck, Janet McTeer, Geraldine Somerville",,,1993,,103 min,Drama,"In 1830s England, a mother and daughter fight for a better life and challenge the prejudice of their society in this International Emmy® Award winner for Best Drama."
